Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR
18 May 2018, 1.1781, 130.69, 1.9558, 25.590, 7.4483, 0.87325, 317.68, 4.2950, 4.6323, 10.3073, 1.1773, 123.40, 9.5773, 7.3840, 73.2150, 5.2714, 1.5673, 4.3831, 1.5074, 7.5147, 9.2480, 16666.58, 4.2313, 80.1115, 1273.37, 23.2982, 4.6794, 1.7049, 61.742, 1.5828, 37.929, 14.9430
